Entity,Code,Day,p_avg_all_ages
Albania,ALB,2020-01-31,-10.654466
Albania,ALB,2020-02-29,2.1668692
Albania,ALB,2020-03-31,0.61591274
Albania,ALB,2020-04-30,3.2272832
Albania,ALB,2020-05-31,6.146238
Albania,ALB,2020-06-30,9.30204
Albania,ALB,2020-07-31,22.733454
Albania,ALB,2020-08-31,44.9479
Albania,ALB,2020-09-30,29.39026
Albania,ALB,2020-10-31,44.359005
Albania,ALB,2020-11-30,118.455956
Albania,ALB,2020-12-31,53.57527
Albania,ALB,2021-01-31,22.64074
Albania,ALB,2021-02-28,91.01863
Albania,ALB,2021-03-31,74.0206
Albania,ALB,2021-04-30,38.418404
Albania,ALB,2021-05-31,10.326151
Albania,ALB,2021-06-30,11.943967
Albania,ALB,2021-07-31,3.1278331
Albania,ALB,2021-08-31,21.765602
Albania,ALB,2021-09-30,63.59838
Albania,ALB,2021-10-31,53.730625
Albania,ALB,2021-11-30,42.047386
Albania,ALB,2021-12-31,35.57664
Albania,ALB,2022-01-31,34.89664
Albania,ALB,2022-02-28,40.441475
Albania,ALB,2022-03-31,3.1401453
Albania,ALB,2022-04-30,-2.0943007
Albania,ALB,2022-05-31,-0.97727543
Albania,ALB,2022-06-30,2.7893832
Albania,ALB,2022-07-31,12.817316
Albania,ALB,2022-08-31,11.637981
Albania,ALB,2022-09-30,-0.052226137
Albania,ALB,2022-10-31,0.44455123
Albania,ALB,2022-11-30,-4.432604
Albania,ALB,2022-12-31,-0.9097134
Albania,ALB,2023-01-31,-11.226407
Albania,ALB,2023-02-28,-3.8578372
Albania,ALB,2023-03-31,-10.793619
Albania,ALB,2023-04-30,-4.554818
Albania,ALB,2023-05-31,-0.15306723
Albania,ALB,2023-06-30,-2.5559106
Albania,ALB,2023-07-31,13.32729
Albania,ALB,2023-08-31,0.63224447
Albania,ALB,2023-09-30,5.6926494
Albania,ALB,2023-10-31,-0.27634266
Albania,ALB,2023-11-30,-5.056116
Albania,ALB,2023-12-31,-10.789396
Albania,ALB,2024-01-31,-11.348967
Albania,ALB,2024-02-29,-1.2758201
Albania,ALB,2024-03-31,-28.463247
Albania,ALB,2024-04-30,-3.1242847
Albania,ALB,2024-05-31,-1.2716354
Albania,ALB,2024-06-30,1.0076185
Albania,ALB,2024-07-31,21.260199
Albania,ALB,2024-08-31,14.974828
Albania,ALB,2024-09-30,6.9983025
Albania,ALB,2024-10-31,-0.09611919
Albania,ALB,2024-11-30,-3.6957262
Albania,ALB,2024-12-31,-22.185268
Algeria,DZA,2020-01-31,3.7238967
Algeria,DZA,2020-02-29,3.5075057
Algeria,DZA,2020-03-31,4.275348
Algeria,DZA,2020-04-30,6.281002
Algeria,DZA,2020-05-31,1.9843488
Algeria,DZA,2020-06-30,34.08751
Algeria,DZA,2020-07-31,130.42976
Algeria,DZA,2020-08-31,62.942486
Algeria,DZA,2020-09-30,26.347065
Algeria,DZA,2020-10-31,30.63025
Algeria,DZA,2020-11-30,79.73237
Algeria,DZA,2020-12-31,34.052567
Algeria,DZA,2021-01-31,6.8239737
Algeria,DZA,2021-02-28,-3.3175225
Algeria,DZA,2021-03-31,6.687586
Algeria,DZA,2021-04-30,10.127868
Algeria,DZA,2021-05-31,15.735047
Algeria,DZA,2021-06-30,28.201822
Algeria,DZA,2021-07-31,128.51517
Algeria,DZA,2021-08-31,213.62575
Algeria,DZA,2021-09-30,50.377197
Algeria,DZA,2021-10-31,19.504421
Algeria,DZA,2021-11-30,22.419138
Algeria,DZA,2021-12-31,39.600044
Algeria,DZA,2022-01-31,53.40117
Algeria,DZA,2022-02-28,40.065975
Algeria,DZA,2022-03-31,2.6083546
Algeria,DZA,2022-04-30,-1.0217588
Algeria,DZA,2022-05-31,6.071828
Algeria,DZA,2022-06-30,2.9887261
Algeria,DZA,2022-07-31,7.7330437
Algeria,DZA,2022-08-31,11.134504
Algeria,DZA,2022-09-30,5.157254
Algeria,DZA,2022-10-31,2.9579685
Algeria,DZA,2022-11-30,10.125808
Algeria,DZA,2022-12-31,9.936363
Algeria,DZA,2023-01-31,4.6188245
Algeria,DZA,2023-02-28,-0.4677968
Algeria,DZA,2023-03-31,2.1768975
Algeria,DZA,2023-04-30,4.2563357
Algeria,DZA,2023-05-31,3.3468418
Algeria,DZA,2023-06-30,0.91690785
Algeria,DZA,2023-07-31,33.81764
Algeria,DZA,2023-08-31,7.3922133
Algeria,DZA,2023-09-30,6.2977414
Algeria,DZA,2023-10-31,4.286021
Algeria,DZA,2023-11-30,5.044208
Algeria,DZA,2023-12-31,14.414372
Andorra,AND,2020-01-31,3.030303
Andorra,AND,2020-02-29,40.151516
Andorra,AND,2020-03-31,29.87013
Andorra,AND,2020-04-30,163.1579
Andorra,AND,2020-05-31,80
Andorra,AND,2020-06-30,7.4380164
Andorra,AND,2020-07-31,12.403101
Andorra,AND,2020-08-31,-19.491526
Andorra,AND,2020-09-30,14.406779
Andorra,AND,2020-10-31,97.674416
Andorra,AND,2020-11-30,-22.764227
Andorra,AND,2020-12-31,38.51351
Andorra,AND,2021-01-31,57.575756
Andorra,AND,2021-02-28,36.363636
Andorra,AND,2021-03-31,-15.584415
Andorra,AND,2021-04-30,88.59649
Andorra,AND,2021-05-31,60
Andorra,AND,2021-06-30,-21.487604
Andorra,AND,2021-07-31,12.403101
Andorra,AND,2021-08-31,18.644068
Andorra,AND,2021-09-30,10.169492
Andorra,AND,2021-10-31,4.6511626
Andorra,AND,2021-11-30,5.6910567
Andorra,AND,2021-12-31,41.89189
Antigua and Barbuda,ATG,2020-01-31,19.617226
Antigua and Barbuda,ATG,2020-02-29,-6.7460318
Antigua and Barbuda,ATG,2020-03-31,9.489051
Antigua and Barbuda,ATG,2020-04-30,10.859729
Antigua and Barbuda,ATG,2020-05-31,13.043478
Antigua and Barbuda,ATG,2020-06-30,-8.695652
Antigua and Barbuda,ATG,2020-07-31,9.523809
Antigua and Barbuda,ATG,2020-08-31,-18.518518
Antigua and Barbuda,ATG,2020-09-30,-5.063291
Antigua and Barbuda,ATG,2020-10-31,-2.7237353
Antigua and Barbuda,ATG,2020-11-30,2.9411764
Antigua and Barbuda,ATG,2020-12-31,-11.111111
Antigua and Barbuda,ATG,2021-01-31,33.97129
Antigua and Barbuda,ATG,2021-02-28,34.920635
Antigua and Barbuda,ATG,2021-03-31,0.3649635
Antigua and Barbuda,ATG,2021-04-30,13.122172
Antigua and Barbuda,ATG,2021-05-31,0
Antigua and Barbuda,ATG,2021-06-30,-15.217391
Antigua and Barbuda,ATG,2021-07-31,30.952381
Antigua and Barbuda,ATG,2021-08-31,-12.962963
Antigua and Barbuda,ATG,2021-09-30,119.40929
Antigua and Barbuda,ATG,2021-10-31,-49.416344
Antigua and Barbuda,ATG,2021-11-30,34.45378
Antigua and Barbuda,ATG,2021-12-31,-13.333333
Argentina,ARG,2020-01-31,-2.5186145
Argentina,ARG,2020-02-29,2.2421637
Argentina,ARG,2020-03-31,0.1382701
Argentina,ARG,2020-04-30,-4.0302596
Argentina,ARG,2020-05-31,-8.468849
Argentina,ARG,2020-06-30,-14.624456
Argentina,ARG,2020-07-31,2.4347825
Argentina,ARG,2020-08-31,16.619774
Argentina,ARG,2020-09-30,38.337074
Argentina,ARG,2020-10-31,45.242657
Argentina,ARG,2020-11-30,36.293686
Argentina,ARG,2020-12-31,19.68341
Argentina,ARG,2021-01-31,30.972477
Argentina,ARG,2021-02-28,23.595505
Argentina,ARG,2021-03-31,23.194807
Argentina,ARG,2021-04-30,54.253437
Argentina,ARG,2021-05-31,75.5432
Argentina,ARG,2021-06-30,54.26893
Argentina,ARG,2021-07-31,27.67826
Argentina,ARG,2021-08-31,16.453722
Argentina,ARG,2021-09-30,0.5411602
Argentina,ARG,2021-10-31,3.0615864
Argentina,ARG,2021-11-30,6.484447
Argentina,ARG,2021-12-31,11.332105
Argentina,ARG,2022-01-31,82.57317
Argentina,ARG,2022-02-28,42.485485
Argentina,ARG,2022-03-31,18.366877
Argentina,ARG,2022-04-30,15.563097
Argentina,ARG,2022-05-31,8.758464
Argentina,ARG,2022-06-30,6.733727
Argentina,ARG,2022-07-31,4.284058
Argentina,ARG,2022-08-31,2.5804107
Argentina,ARG,2022-09-30,1.7865795
Argentina,ARG,2022-10-31,5.931602
Argentina,ARG,2022-11-30,9.046667
Argentina,ARG,2022-12-31,15.205499
Argentina,ARG,2023-01-31,12.437073
Argentina,ARG,2023-02-28,3.955626
Argentina,ARG,2023-03-31,8.288524
Argentina,ARG,2023-04-30,8.937064
Argentina,ARG,2023-05-31,1.9905909
Argentina,ARG,2023-06-30,-1.1461663
Argentina,ARG,2023-07-31,-2.689855
Argentina,ARG,2023-08-31,-2.0252275
Argentina,ARG,2023-09-30,1.3771266
Argentina,ARG,2023-10-31,1.0571874
Argentina,ARG,2023-11-30,4.828378
Argentina,ARG,2023-12-31,10.24621
Armenia,ARM,2020-01-31,-5.88796
Armenia,ARM,2020-02-29,2.2603142
Armenia,ARM,2020-03-31,-6.5969954
Armenia,ARM,2020-04-30,-2.9003782
Armenia,ARM,2020-05-31,-6.715756
Armenia,ARM,2020-06-30,38.052162
Armenia,ARM,2020-07-31,26.371073
Armenia,ARM,2020-08-31,1.09447
Armenia,ARM,2020-09-30,12.7180395
Armenia,ARM,2020-10-31,71.70953
Armenia,ARM,2020-11-30,161.56767
Armenia,ARM,2020-12-31,78.76027
Armenia,ARM,2021-01-31,10.463411
Armenia,ARM,2021-02-28,1.5881019
Armenia,ARM,2021-03-31,15.774004
Armenia,ARM,2021-04-30,51.36912
Armenia,ARM,2021-05-31,16.793825
Armenia,ARM,2021-06-30,10.191512
Armenia,ARM,2021-07-31,4.4339094
Armenia,ARM,2021-08-31,7.574885
Armenia,ARM,2021-09-30,41.256348
Armenia,ARM,2021-10-31,63.672466
Armenia,ARM,2021-11-30,97.55698
Armenia,ARM,2021-12-31,22.061337
Armenia,ARM,2022-01-31,-1.891773
Armenia,ARM,2022-02-28,36.081
Armenia,ARM,2022-03-31,9.364794
Armenia,ARM,2022-04-30,-10.241398
Armenia,ARM,2022-05-31,-6.848829
Armenia,ARM,2022-06-30,-9.585218
Armenia,ARM,2022-07-31,-13.134412
Armenia,ARM,2022-08-31,-3.7058372
Armenia,ARM,2022-09-30,12.883638
Armenia,ARM,2022-10-31,-6.297277
Armenia,ARM,2022-11-30,-11.300069
Armenia,ARM,2022-12-31,-11.779061
Armenia,ARM,2023-01-31,-8.527643
Armenia,ARM,2023-02-28,-13.620704
Armenia,ARM,2023-03-31,-9.372959
Armenia,ARM,2023-04-30,-12.132949
Armenia,ARM,2023-05-31,-11.949965
Armenia,ARM,2023-06-30,-14.685786
Armenia,ARM,2023-07-31,-16.666666
Armenia,ARM,2023-08-31,2.534562
Armenia,ARM,2023-09-30,-5.8291016
Armenia,ARM,2023-10-31,-3.318835
Armenia,ARM,2023-11-30,-12.292818
Armenia,ARM,2023-12-31,-13.731392
Armenia,ARM,2024-01-31,-5.741311
Armenia,ARM,2024-02-29,-1.5628939
Armenia,ARM,2024-03-31,-10.597649
Armenia,ARM,2024-04-30,-2.6751935
Armenia,ARM,2024-05-31,-9.865152
Armenia,ARM,2024-06-30,-7.901068
Armenia,ARM,2024-07-31,-9.137386
Armenia,ARM,2024-08-31,-1.7377112
Armenia,ARM,2024-09-30,4.1620665
Armenia,ARM,2024-10-31,0.6051437
Armenia,ARM,2024-11-30,-6.638467
Armenia,ARM,2024-12-31,-11.128284
Aruba,ABW,2020-01-31,15
Aruba,ABW,2020-02-29,-6.354515
Aruba,ABW,2020-03-31,22.923588
Aruba,ABW,2020-04-30,-2.5974026
Aruba,ABW,2020-05-31,-27.018633
Aruba,ABW,2020-06-30,10.701107
Aruba,ABW,2020-07-31,-17.253521
Aruba,ABW,2020-08-31,9.375
Aruba,ABW,2020-09-30,52.985073
Aruba,ABW,2020-10-31,23.26389
Aruba,ABW,2020-11-30,-6.557377
Aruba,ABW,2020-12-31,-9.523809
Aruba,ABW,2021-01-31,13.333333
Aruba,ABW,2021-02-28,45.48495
Aruba,ABW,2021-03-31,32.890366
Aruba,ABW,2021-04-30,54.22078
Aruba,ABW,2021-05-31,7.142857
Aruba,ABW,2021-06-30,-16.97417
Aruba,ABW,2021-07-31,23.239437
Aruba,ABW,2021-08-31,108.333336
Aruba,ABW,2021-09-30,71.64179
Aruba,ABW,2021-10-31,61.458332
Aruba,ABW,2021-11-30,27.868853
Aruba,ABW,2021-12-31,6.3492064
Australia,AUS,2020-01-05,1.6796224
Australia,AUS,2020-01-12,0.98796356
Australia,AUS,2020-01-19,2.4748647
Australia,AUS,2020-01-26,6.1728396
Australia,AUS,2020-02-02,3.7863662
Australia,AUS,2020-02-09,2.674173
Australia,AUS,2020-02-16,7.289455
Australia,AUS,2020-02-23,6.038547
Australia,AUS,2020-03-01,8.06181
Australia,AUS,2020-03-08,3.4566028
Australia,AUS,2020-03-15,4.964389
Australia,AUS,2020-03-22,7.834262
Australia,AUS,2020-03-29,8.841654
Australia,AUS,2020-04-05,10.755574
Australia,AUS,2020-04-12,6.3901877
Australia,AUS,2020-04-19,4.3851933
Australia,AUS,2020-04-26,3.4283774
Australia,AUS,2020-05-03,1.7114094
Australia,AUS,2020-05-10,2.006581
Australia,AUS,2020-05-17,1.7944746
Australia,AUS,2020-05-24,1.3483713
Australia,AUS,2020-05-31,-0.4136375
Australia,AUS,2020-06-07,-4.513676
Australia,AUS,2020-06-14,-2.461826
Australia,AUS,2020-06-21,-5.3353095
Australia,AUS,2020-06-28,-7.108141
Australia,AUS,2020-07-05,-4.410019
Australia,AUS,2020-07-12,-4.4635396
Australia,AUS,2020-07-19,-6.753534
Australia,AUS,2020-07-26,-3.5737004
Australia,AUS,2020-08-02,-1.745446
Australia,AUS,2020-08-09,-1.0534893
Australia,AUS,2020-08-16,-0.16070712
Australia,AUS,2020-08-23,-5.560308
Australia,AUS,2020-08-30,-6.4846416
Australia,AUS,2020-09-06,-4.476141
Australia,AUS,2020-09-13,-3.744428
Australia,AUS,2020-09-20,-6.366928
Australia,AUS,2020-09-27,-1.47197
Australia,AUS,2020-10-04,-0.15649453
Australia,AUS,2020-10-11,-3.2842078
Australia,AUS,2020-10-18,-2.7930431
Australia,AUS,2020-10-25,-2.013866
Australia,AUS,2020-11-01,0.5960265
Australia,AUS,2020-11-08,2.0930076
Australia,AUS,2020-11-15,7.3334246
Australia,AUS,2020-11-22,3.0875483
Australia,AUS,2020-11-29,1.439342
Australia,AUS,2020-12-06,8.0077715
Australia,AUS,2020-12-13,1.9177339
Australia,AUS,2020-12-20,4.8270645
Australia,AUS,2020-12-27,7.669099
Australia,AUS,2021-01-03,5.0729723
Australia,AUS,2021-01-10,5.2540255
Australia,AUS,2021-01-17,2.727336
Australia,AUS,2021-01-24,10.736132
Australia,AUS,2021-01-31,3.915344
Australia,AUS,2021-02-07,9.56218
Australia,AUS,2021-02-14,4.398311
Australia,AUS,2021-02-21,3.9985845
Australia,AUS,2021-02-28,5.7958956
Australia,AUS,2021-03-07,7.397567
Australia,AUS,2021-03-14,7.665241
Australia,AUS,2021-03-21,8.948593
Australia,AUS,2021-03-28,5.954039
Australia,AUS,2021-04-04,7.0760922
Australia,AUS,2021-04-11,1.8442059
Australia,AUS,2021-04-18,10.456055
Australia,AUS,2021-04-25,9.900521
Australia,AUS,2021-05-02,11.235574
Australia,AUS,2021-05-09,13.120806
Australia,AUS,2021-05-16,8.781212
Australia,AUS,2021-05-23,8.572166
Australia,AUS,2021-05-30,10.831076
Australia,AUS,2021-06-06,6.0416145
Australia,AUS,2021-06-13,9.40758
Australia,AUS,2021-06-20,8.912434
Australia,AUS,2021-06-27,6.7988143
Australia,AUS,2021-07-04,5.376671
Australia,AUS,2021-07-11,5.26472
Australia,AUS,2021-07-18,7.4710584
Australia,AUS,2021-07-25,5.4912453
Australia,AUS,2021-08-01,6.1412134
Australia,AUS,2021-08-08,1.8860189
Australia,AUS,2021-08-15,0.25609684
Australia,AUS,2021-08-22,0.72892153
Australia,AUS,2021-08-29,-2.3666952
Australia,AUS,2021-09-05,-0.51194537
Australia,AUS,2021-09-12,-0.8233316
Australia,AUS,2021-09-19,3.8930163
Australia,AUS,2021-09-26,1.6898009
Australia,AUS,2021-10-03,10.71093
Australia,AUS,2021-10-10,6.7605634
Australia,AUS,2021-10-17,6.7843986
Australia,AUS,2021-10-24,8.715329
Australia,AUS,2021-10-31,10.333444
Australia,AUS,2021-11-07,9.7351
Australia,AUS,2021-11-14,7.409651
Australia,AUS,2021-11-21,14.311123
Australia,AUS,2021-11-28,10.569436
Australia,AUS,2021-12-05,11.891706
Australia,AUS,2021-12-12,10.956908
Australia,AUS,2021-12-19,11.099817
Australia,AUS,2021-12-26,16.61968
Australia,AUS,2022-01-02,13.492843
Australia,AUS,2022-01-09,15.769017
Australia,AUS,2022-01-16,30.174633
Australia,AUS,2022-01-23,36.926105
Australia,AUS,2022-01-30,33.686066
Australia,AUS,2022-02-06,33.735027
Australia,AUS,2022-02-13,25.686136
Australia,AUS,2022-02-20,21.125265
Australia,AUS,2022-02-27,18.379091
Australia,AUS,2022-03-06,18.410013
Australia,AUS,2022-03-13,10.976956
Australia,AUS,2022-03-20,18.362598
Australia,AUS,2022-03-27,16.956825
Australia,AUS,2022-04-03,18.431074
Australia,AUS,2022-04-10,18.909992
Australia,AUS,2022-04-17,14.623569
Australia,AUS,2022-04-24,18.02125
Australia,AUS,2022-05-01,18.906992
Australia,AUS,2022-05-08,23.62416
Australia,AUS,2022-05-15,22.620813
Australia,AUS,2022-05-22,18.254583
Australia,AUS,2022-05-29,19.274147
Australia,AUS,2022-06-05,23.11983
Australia,AUS,2022-06-12,24.187416
Australia,AUS,2022-06-19,29.199127
Australia,AUS,2022-06-26,23.87304
Australia,AUS,2022-07-03,19.07655
Australia,AUS,2022-07-10,22.507122
Australia,AUS,2022-07-17,23.2844
Australia,AUS,2022-07-24,20.993544
Australia,AUS,2022-07-31,20.597929
Australia,AUS,2022-08-07,23.616236
Australia,AUS,2022-08-14,20.307316
Australia,AUS,2022-08-21,13.327211
Australia,AUS,2022-08-28,11.120616
Australia,AUS,2022-09-04,6.4846416
Australia,AUS,2022-09-11,9.874181
Australia,AUS,2022-09-18,10.222882
Australia,AUS,2022-09-25,11.345806
Australia,AUS,2022-10-02,7.2972126
Australia,AUS,2022-10-09,9.98435
Australia,AUS,2022-10-16,10.468809
Australia,AUS,2022-10-23,14.857438
Australia,AUS,2022-10-30,9.904259
Australia,AUS,2022-11-06,12.516557
Australia,AUS,2022-11-13,18.211185
Australia,AUS,2022-11-20,18.55247
Australia,AUS,2022-11-27,18.931545
Australia,AUS,2022-12-04,18.300205
Australia,AUS,2022-12-11,25.28624
Australia,AUS,2022-12-18,21.02731
Australia,AUS,2022-12-25,24.114695
Australia,AUS,2023-01-01,21.246141
Australia,AUS,2023-01-08,21.356192
Australia,AUS,2023-01-15,14.311557
Australia,AUS,2023-01-22,17.099066
Australia,AUS,2023-01-29,13.827161
Australia,AUS,2023-02-05,20.222475
Australia,AUS,2023-02-12,13.054187
Australia,AUS,2023-02-19,16.843596
Australia,AUS,2023-02-26,12.486135
Australia,AUS,2023-03-05,15.508321
Australia,AUS,2023-03-12,16.668966
Australia,AUS,2023-03-19,20.442846
Australia,AUS,2023-03-26,15.807799
Australia,AUS,2023-04-02,14.380669
Australia,AUS,2023-04-09,12.957611
Australia,AUS,2023-04-16,17.944027
Australia,AUS,2023-04-23,19.78074
Australia,AUS,2023-04-30,19.008825
Australia,AUS,2023-05-07,18.590605
Australia,AUS,2023-05-14,22.007872
Australia,AUS,2023-05-21,22.966692
Australia,AUS,2023-05-28,20.880852
Australia,AUS,2023-06-04,23.464527
Australia,AUS,2023-06-11,14.160432
Australia,AUS,2023-06-18,13.244001
Australia,AUS,2023-06-25,19.21082
Australia,AUS,2023-07-02,14.277036
Australia,AUS,2023-07-09,13.8117285
Australia,AUS,2023-07-16,11.111111
Australia,AUS,2023-07-23,8.923274
Australia,AUS,2023-07-30,8.5699415
Australia,AUS,2023-08-06,7.040356
Australia,AUS,2023-08-13,6.1346836
Australia,AUS,2023-08-20,6.2388797
Australia,AUS,2023-08-27,1.1690904
Australia,AUS,2023-09-03,0.22753128
Australia,AUS,2023-09-10,0.7711486
Australia,AUS,2023-09-17,5.884101
Australia,AUS,2023-09-24,2.051901
Australia,AUS,2023-10-01,8.581271
Australia,AUS,2023-10-08,5.3834114
Australia,AUS,2023-10-15,12.628636
Australia,AUS,2023-10-22,7.8101764
Australia,AUS,2023-10-29,10.234401
Australia,AUS,2023-11-05,14.668874
Australia,AUS,2023-11-12,18.917828
Australia,AUS,2023-11-19,21.152004
Australia,AUS,2023-11-26,15.444512
Australia,AUS,2023-12-03,18.917067
Australia,AUS,2023-12-10,19.353271
Australia,AUS,2023-12-17,15.030155
Australia,AUS,2023-12-24,18.235577
Australia,AUS,2023-12-31,18.158855
Australia,AUS,2024-01-07,19.586342
Australia,AUS,2024-01-14,18.138176
Australia,AUS,2024-01-21,17.696688
Australia,AUS,2024-01-28,21.904762
Australia,AUS,2024-02-04,16.728466
Australia,AUS,2024-02-11,17.522871
Australia,AUS,2024-02-18,19.922152
Australia,AUS,2024-02-25,16.74986
Australia,AUS,2024-03-03,15.33352
Australia,AUS,2024-03-10,19.739202
Australia,AUS,2024-03-17,19.490868
Australia,AUS,2024-03-24,13.753482
Australia,AUS,2024-03-31,18.25798
Australia,AUS,2024-04-07,18.875586
Australia,AUS,2024-04-14,17.774616
Australia,AUS,2024-04-21,14.806794
Australia,AUS,2024-04-28,15.75017
Australia,AUS,2024-05-05,18.590605
Australia,AUS,2024-05-12,12.265307
Australia,AUS,2024-05-19,16.576298
Australia,AUS,2024-05-26,20.502804
Australia,AUS,2024-06-02,19.547506
Australia,AUS,2024-06-09,20.569117
Australia,AUS,2024-06-16,25.303833
Australia,AUS,2024-06-23,22.360134
Australia,AUS,2024-06-30,27.46051
Australia,AUS,2024-07-07,18.738129
Australia,AUS,2024-07-14,16.153479
Australia,AUS,2024-07-21,18.201384
Australia,AUS,2024-07-28,15.653732
Australia,AUS,2024-08-04,14.801148
Australia,AUS,2024-08-11,13.67208
Australia,AUS,2024-08-18,13.21242
Australia,AUS,2024-08-25,5.075563
Australia,AUS,2024-09-01,5.7167234
Australia,AUS,2024-09-08,3.7281847
Australia,AUS,2024-09-15,3.4769688
Australia,AUS,2024-09-22,5.1901026
Australia,AUS,2024-09-29,13.122456
Australia,AUS,2024-10-06,6.447574
Australia,AUS,2024-10-13,8.181933
Australia,AUS,2024-10-20,14.5018425
Australia,AUS,2024-10-27,13.76692
Australia,AUS,2024-11-03,10.827814
Australia,AUS,2024-11-10,13.702133
Australia,AUS,2024-11-17,12.977152
Australia,AUS,2024-11-24,15.613786
Australia,AUS,2024-12-01,14.8732
Australia,AUS,2024-12-08,15.779613
Australia,AUS,2024-12-15,15.911093
Australia,AUS,2024-12-22,13.697311
Australia,AUS,2024-12-29,14.229582
Australia,AUS,2025-01-05,17.295946
Australia,AUS,2025-01-12,18.833925
Australia,AUS,2025-01-19,17.837305
Australia,AUS,2025-01-26,15.626102
Australia,AUS,2025-02-02,14.41101
Australia,AUS,2025-02-09,15.13019
Australia,AUS,2025-02-16,15.958953
Australia,AUS,2025-02-23,12.76345
Australia,AUS,2025-03-02,13.410712
Australia,AUS,2025-03-09,10.907962
Australia,AUS,2025-03-16,14.131584
Australia,AUS,2025-03-23,12.082172
Australia,AUS,2025-03-30,12.961296
Austria,AUT,2020-01-05,-11.16639
Austria,AUT,2020-01-12,-8.939149
Austria,AUT,2020-01-19,0.25750113
Austria,AUT,2020-01-26,1.4882656
Austria,AUT,2020-02-02,6.730452
Austria,AUT,2020-02-09,-8.808798
Austria,AUT,2020-02-16,-5.4501324
Austria,AUT,2020-02-23,-5.708013
Austria,AUT,2020-03-01,-3.0072703
Austria,AUT,2020-03-08,-1.1177007
Austria,AUT,2020-03-15,0.1519224
Austria,AUT,2020-03-22,14.392991
Austria,AUT,2020-03-29,6.695832
Austria,AUT,2020-04-05,14.860603
Austria,AUT,2020-04-12,16.026388
Austria,AUT,2020-04-19,11.001707
Austria,AUT,2020-04-26,7.468372
Austria,AUT,2020-05-03,0.5052574
Austria,AUT,2020-05-10,5.321662
Austria,AUT,2020-05-17,1.1619959
Austria,AUT,2020-05-24,3.8970175
Austria,AUT,2020-05-31,-0.31108597
Austria,AUT,2020-06-07,4.998584
Austria,AUT,2020-06-14,0.94221973
Austria,AUT,2020-06-21,-0.11366866
Austria,AUT,2020-06-28,2.3717673
Austria,AUT,2020-07-05,8.277592
Austria,AUT,2020-07-12,0.04356033
Austria,AUT,2020-07-19,-2.095523
Austria,AUT,2020-07-26,-2.9419668
Austria,AUT,2020-08-02,1.1430091
Austria,AUT,2020-08-09,0.056093115
Austria,AUT,2020-08-16,9.749418
Austria,AUT,2020-08-23,2.3155253
Austria,AUT,2020-08-30,4.2893186
Austria,AUT,2020-09-06,10.223642
Austria,AUT,2020-09-13,9.629421
Austria,AUT,2020-09-20,9.627547
Austria,AUT,2020-09-27,4.0364227
Austria,AUT,2020-10-04,4.1445975
Austria,AUT,2020-10-11,6.6491113
Austria,AUT,2020-10-18,7.0954027
Austria,AUT,2020-10-25,17.42876
Austria,AUT,2020-11-01,24.653008
Austria,AUT,2020-11-08,32.767986
Austria,AUT,2020-11-15,47.062614
Austria,AUT,2020-11-22,56.11183
Austria,AUT,2020-11-29,57.03014
Austria,AUT,2020-12-06,58.702435
Austria,AUT,2020-12-13,54.219566
Austria,AUT,2020-12-20,36.369133
Austria,AUT,2020-12-27,22.349009
Austria,AUT,2021-01-03,15.2604885
Austria,AUT,2021-01-10,7.960199
Austria,AUT,2021-01-17,5.223479
Austria,AUT,2021-01-24,12.124944
Austria,AUT,2021-01-31,11.04751
Austria,AUT,2021-02-07,2.2764764
Austria,AUT,2021-02-14,-5.106707
Austria,AUT,2021-02-21,-5.394969
Austria,AUT,2021-02-28,-8.836444
Austria,AUT,2021-03-07,-13.031505
Austria,AUT,2021-03-14,-0.3763686
Austria,AUT,2021-03-21,-1.1920066
Austria,AUT,2021-03-28,3.1914895
Austria,AUT,2021-04-04,7.485721
Austria,AUT,2021-04-11,4.8315883
Austria,AUT,2021-04-18,9.558919
Austria,AUT,2021-04-25,10.870421
Austria,AUT,2021-05-02,15.018365
Austria,AUT,2021-05-09,13.136693
Austria,AUT,2021-05-16,11.2269
Austria,AUT,2021-05-23,3.8961039
Austria,AUT,2021-05-30,4.530107
Austria,AUT,2021-06-06,13.263575
Austria,AUT,2021-06-13,10.237893
Austria,AUT,2021-06-20,10.710822
Austria,AUT,2021-06-27,17.362886
Austria,AUT,2021-07-04,7.4439206
Austria,AUT,2021-07-11,2.3550725
Austria,AUT,2021-07-18,5.561202
Austria,AUT,2021-07-25,7.0894
Austria,AUT,2021-08-01,2.7673295
Austria,AUT,2021-08-08,-3.3094099
Austria,AUT,2021-08-15,13.658673
Austria,AUT,2021-08-22,10.981789
Austria,AUT,2021-08-29,9.289999
Austria,AUT,2021-09-05,8.074012
Austria,AUT,2021-09-12,18.138252
Austria,AUT,2021-09-19,10.892756
Austria,AUT,2021-09-26,10.8222065
Austria,AUT,2021-10-03,13.821691
Austria,AUT,2021-10-10,5.9322033
Austria,AUT,2021-10-17,7.4391046
Austria,AUT,2021-10-24,14.336966
Austria,AUT,2021-10-31,25.049702
Austria,AUT,2021-11-07,28.420357
Austria,AUT,2021-11-14,35.94806
Austria,AUT,2021-11-21,35.982994
Austria,AUT,2021-11-28,39.921978
Austria,AUT,2021-12-05,42.348984
Austria,AUT,2021-12-12,32.252026
Austria,AUT,2021-12-19,20.114513
Austria,AUT,2021-12-26,12.239962
